# AiPinyin 词典 — 自动生成，请勿手动编辑
# 格式: 拼音,汉字,权重
# 共 47622 条
wanguo,万国,100
wanhezhengliu,万壑争流,60
wanheqianyan,万壑千岩,60
wanfubudang,万夫不当,60
wanfubudangzhiyong,万夫不当之勇,30
wanfumodang,万夫莫当,60
wantoucuandong,万头攒动,60
wanan,万安,100
wanjiadenghuo,万家灯火,60
wanjiashengfo,万家生佛,60
wanshouwujiang,万寿无疆,60
wansui,万岁,100
wansuiqianqiu,万岁千秋,60
wannian,万年,100
wannianli,万年历,60
wannianwujiang,万年无疆,60
wannianqing,万年青,60
wanxing,万幸,100
wanyinglingdan,万应灵丹,60
wanyingding,万应锭,60
wannianjuji,万念俱寂,60
wannianjuhui,万念俱灰,60
wanhenqianchou,万恨千愁,60
wane,万恶,100
wanhuhou,万户侯,60
wanhuqianmen,万户千门,60
wanfang,万方,100
wanwuyishi,万无一失,60
wanyou,万有,100
wanyouyinli,万有引力,60
wanji,万机,100
wansi,万死,100
wansiyisheng,万死一生,60
wansibuci,万死不辞,60
wansiyouqing,万死犹轻,60
wanmin,万民,100
wanmintutan,万民涂炭,60
wanshuiqianshan,万水千山,60
wanliujingyang,万流景仰,60
wanwu,万物,100
wanwuzhiling,万物之灵,60
wanzhuang,万状,100
wanmuyazi,万目睚眦,60
wanmukuikui,万目睽睽,60
wanfu,万福,100
wanduan,万端,100
wanqianchajia,万签插架,60
wanjiancuanxin,万箭攒心,60
wanjianchuanxin,万箭穿心,60
wanlai,万籁,100
wanlaijuji,万籁俱寂,60
wanlaiwusheng,万籁无声,60
wanziqianhong,万紫千红,60
wanxuqiantou,万绪千头,60
wanxuqianduan,万绪千端,60
wanlvqiansi,万缕千丝,60
wanneng,万能,100
wannengjiao,万能胶,60
wanban,万般,100
wanhuatong,万花筒,60
wankuqianxin,万苦千辛,60
wanyuqianyan,万语千言,60
wanxiang,万象,100
wanxianggengxin,万象更新,60
wanxiangsenluo,万象森罗,60
wanguan,万贯,100
wanguanjiasi,万贯家私,60
wanguanjiacai,万贯家财,60
wanlaijuji,万赖俱寂,60
wanlaiwusheng,万赖无声,60
wanzaiqianqiu,万载千秋,60
wanxuanqingqian,万选青钱,60
wanliwuyun,万里无云,60
wanlitiaotiao,万里迢迢,60
wanlichangcheng,万里长城,60
wanlichangzheng,万里长征,60
wanlipengcheng,万里鹏程,60
wanlipengyi,万里鹏翼,60
wanjin,万金,100
wanjinyou,万金油,60
wannan,万难,100
wanqing,万顷,100
wanmabenteng,万马奔腾,60
wanmaqiyin,万马齐喑,60
zhangerheshang,丈二和尚,60
zhangbashemao,丈八蛇矛,60
zhangfu,丈夫,100
zhangliang,丈量,100
sanbuniuliu,三不拗六,60
sanbuzhi,三不知,60
sanbuguan,三不管,60
sangeshijie,三个世界,60
sangemianxiang,三个面向,60
sanchan,三产,100
sanqinliugu,三亲六故,60
sanqinliujuan,三亲六眷,60
sanqinsijuan,三亲四眷,60
sanrenweizhong,三人为众,60
sancongside,三从四德,60
sanlingwushen,三令五申,60
sanweiyiti,三位一体,60
sanyudushu,三余读书,60
sanbazuofeng,三八作风,60
sanbafunvjie,三八妇女节,30
sanbajie,三八节,60
sanliujiudeng,三六九等,60
sanfen,三分,100
sanfendingli,三分鼎立,60
sanfendingzu,三分鼎足,60
sanfu,三副,100
sanbei,三北,100
sanshier,三十儿,60
sanshiliu,三十六,60
sanshiliuce,三十六策,60
sanshiliuhang,三十六行,60
sanshiliuji,三十六计,60
sanzhanconger,三占从二,60
sanchaji,三叉戟,60
sanjubulibenhang,三句不离本行,30
sanjuhuabulibenhang,三句话不离本行,30
sanzhishou,三只手,60
santai,三台,100
santaibazuo,三台八座,60
sanyechong,三叶虫,60
sanhao,三号,100
sanhe,三合,100
sanhehui,三合会,60
sanhetu,三合土,60
sanhefang,三合房,60
sanheban,三合板,60
santusanwo,三吐三握,60
sanhuijiuzhuan,三回九转,60
sandazuofeng,三大作风,60
sandachabie,三大差别,60
sandazhanyi,三大战役,60
sandazhengce,三大政策,60
sandafabao,三大法宝,60
santianliangtou,三天两头,60
santianliangxiu,三天两宿,60
sanfuzhidui,三夫之对,60
sanfuzhiyan,三夫之言,60
sanfuchengshihu,三夫成市虎,30
santouliangri,三头两日,60
santouliangxu,三头两绪,60
santouliangmian,三头两面,60
santoubabi,三头八臂,60
santouliubi,三头六臂,60
santouliuzheng,三头六证,60
santouliumian,三头六面,60
santouduian,三头对案,60
sanhao,三好,100
sanhaoliangqian,三好两歉,60
sanhaoliangdai,三好两歹,60
sanhaoerqie,三好二怯,60
sanhaosheng,三好生,60
sanqisiqie,三妻四妾,60
sanguliupo,三姑六婆,60
sanmeiliuzheng,三媒六证,60
sangongliuyuan,三宫六院,60
sanjiacun,三家村,60
sancunbulanzhishe,三寸不烂之舌,30
sanduiliumian,三对六面,60
sanshibaotiao,三尸暴跳,60
sanchalukou,三岔路口,60
sanchaliangcuo,三差两错,60
sanchawucuo,三差五错,60
sannianwuzai,三年五载,60
sannianhuabi,三年化碧,60
sandu,三度,100
sanzuodashan,三座大山,60
sanxichengdou,三徙成都,60
sansi,三思,100
sansierhouxing,三思而后行,30
sansierxing,三思而行,60
sanzhansanbei,三战三北,60
sanhuwangqin,三户亡秦,60
sanzhegong,三折肱,60
sanzhegongweiliangyi,三折肱为良医,30
sanquanbudisishou,三拳不敌四手,30
santuiliuwen,三推六问,60
sanjiao,三教,100
sanjiaojiuliu,三教九流,60
sanzhixianggong,三旨相公,60
sanxunjiushi,三旬九食,60
sangeng,三更,100
sangengbanye,三更半夜,60
sanyuesan,三月三,60
sanyuebuzhirouwei,三月不知肉味,30
sanchaowuri,三朝五日,60
sanchaoyuanlao,三朝元老,60
sanqixianning,三期贤佞,60
sanquanfenli,三权分立,60
sanbeitongdadao,三杯通大道,30
sanlengjing,三棱镜,60
sanbangdingan,三榜定案,60
sanjiangqize,三江七泽,60
santangliangge,三汤两割,60
santangwuge,三汤五割,60
sanmusanxun,三沐三熏,60
sanzaibanan,三灾八难,60
sanzailiunan,三灾六难,60
sandianshi,三点式,60
sanxunsanmu,三熏三沐,60
sanbandao,三班倒,60
sanbanliufang,三班六房,60
sanwaliangxiang,三瓦两巷,60
sanwaliangshe,三瓦两舍,60
sanshengyouxing,三生有幸,60
sanfanliangci,三番两次,60
sanfanwuci,三番五次,60
sanbailiushihang,三百六十行,30
sanxiang,三相,100
sanxingwushen,三省吾身,60
sanjitiaoyuan,三级跳远,60
sanjiehe,三结合,60
sanjianqikou,三缄其口,60
sanlaowugeng,三老五更,60
sanlaosishao,三老四少,60
sanliandan,三联单,60
sanjiaomao,三脚猫,60
sannibazu,三臡八菹,60
sansejin,三色堇,60
sanjie,三节,100
sanjieliangshou,三节两寿,60
sanchaliuli,三茶六礼,60
sanchaliufan,三茶六饭,60
sanzang,三藏,100
sansheqishu,三蛇七鼠,60
sanxing,三行,100
sanjieliuxiang,三街六巷,60
sanjieliushi,三街六市,60
sanjiao,三角,100
sanjiaozhai,三角债,60
sanjiaohanshu,三角函数,60
sanjiaoxue,三角学,60
sanjiaoxing,三角形,60
sanjiaolianai,三角恋爱,60
sanjiaoban,三角板,60
sanjiaozhou,三角洲,60
sanjiaokucha,三角裤衩,60
sanjiaotie,三角铁,60
sanyanliangju,三言两句,60
sanyanliangyu,三言两语,60
sanluner,三轮儿,60
sanlunche,三轮车,60
sanqianzhijiao,三迁之教,60
sanguoqimenerburu,三过其门而不入,30
sanlianguan,三连冠,60
sanbuqu,三部曲,60
sanchong,三重,100
sanchongchang,三重唱,60
sanchangliangduan,三长两短,60
sanchangsiduan,三长四短,60
sanpei,三陪,100
sanmianhongqi,三面红旗,60
sanfengshiqian,三风十愆,60
sancan,三餐,100
sanshouliubi,三首六臂,60
sanmatongcao,三马同槽,60
sanxian,三鲜,100
shangshang,上上,100
shangshangxiaxia,上上下下,60
shangxia,上下,100
shangxiayixin,上下一心,60
shangxiajiaokun,上下交困,60
shangxiaqishou,上下其手,60
shangxiatongxin,上下同心,60
shangxiatongyu,上下同欲,60
shangxiatongmen,上下同门,60
shangxiachuang,上下床,60
shangxiawen,上下文,60
shangxiashui,上下水,60
shangxiaji,上下级,60
shangbuqu,上不去,60
shangshi,上世,100
shangzhongnong,上中农,60
shangju,上举,100
shangcheng,上乘,100
shangshu,上书,100
shangjiao,上交,100
shangjiaobuchan,上交不谄,60
shangjing,上京,100
shangren,上人,100
shangdai,上代,100
shangren,上任,100
shangwei,上位,100
shangti,上体,100
shanggong,上供,100
shangyuan,上元,100
shangyuanjie,上元节,60
shangguang,上光,100
shangbing,上兵,100
shangbingfamou,上兵伐谋,60
shangdong,上冻,100
shangxing,上刑,100
shanglie,上列,100
shangjin,上劲,100
shangqinxiashun,上勤下顺,60
shangyiyiguo,上医医国,60
shangqian,上千,100
shangsheng,上升,100
shangwu,上午,100
shangbanye,上半夜,60
shangbantian,上半天,60
shangbanshi,上半时,60
shangbanshang,上半晌,60
shangbanyue,上半月,60
shangbanshen,上半身,60
shangnanluobei,上南落北,60
shangjuan,上卷,100
shangqu,上去,100
shangkou,上口,100
shanggu,上古,100
shangtai,上台,100
shangye,上叶,100
shangsi,上司,100
shangdiao,上吊,100
shangtuxiaxie,上吐下泻,60
shanggao,上告,100
shanghuxidao,上呼吸道,60
shanghexiamu,上和下睦,60
shangpin,上品,100
shangchun,上唇,100
shanghui,上回,100
shangchang,上场,100
shangchangmen,上场门,60
shangfen,上坟,100
shangpo,上坡,100
shangpolu,上坡路,60
shangtang,上堂,100
shangshi,上士,100
shangsheng,上声,100
shangye,上夜,100
shangtian,上天,100
shangtianrudi,上天入地,60
shangtou,上头,100
shangzou,上奏,100
shangtao,上套,100
shanghao,上好,100
shanghaoxiashen,上好下甚,60
shangmanxiabao,上嫚下暴,60
shangxue,上学,100
shangguan,上官,100
shangke,上客,100
shangjia,上家,100
shangbin,上宾,100
shangshou,上寿,100
shangjiang,上将,100
shangwei,上尉,100
shangceng,上层,100
shangcengjianzhu,上层建筑,60
shangcengshehui,上层社会,60
shangjie,上届,100
shangshan,上山,100
shangshanxiaxiang,上山下乡,60
shangsuishu,上岁数,60
shangan,上岸,100
shangfeng,上峰,100
shanggong,上工,100
shangshi,上市,100
shangshigongsi,上市公司,60
shangdi,上帝,100
shangnian,上年,100
shangnianji,上年纪,60
shangchuang,上床,100
shangzuo,上座,100
shangzuoer,上座儿,60
shangzuolv,上座率,60
shangxian,上弦,100
shangdang,上当,100
shangdangshoupian,上当受骗,60
shangdangxueguai,上当学乖,60
shangxin,上心,100
shangqing,上情,100
shangqingxiada,上情下达,60
shanggan,上感,100
shangmanxiabao,上慢下暴,60
shangfang,上房,100
shangshou,上手,100
shangbao,上报,100
shangtuixiaxie,上推下卸,60
shangyuanxiatui,上援下推,60
shangcao,上操,100
shangwen,上文,100
shangfang,上方,100
shangfangjian,上方剑,60
shangfangbaojian,上方宝剑,60
shangxun,上旬,100
shangying,上映,100
shangzhixiayu,上智下愚,60
shangtixialing,上替下陵,60
shangyue,上月,100
shangchao,上朝,100
shangji,上机,100
shanglai,上来,100
shanglin,上林,100
shangshubati,上树拔梯,60
shangxiao,上校,100
shanggendaqi,上根大器,60
shangdangci,上档次,60
shangliang,上梁,100
shangliangbuzhengxialiangwai,上梁不正下梁歪,30
shanglouquti,上楼去梯,60
shangci,上次,100
shangkuan,上款,100
shangqibujiexiaqi,上气不接下气,30
shangshui,上水,100
shangyou,上油,100
shangliu,上流,100
shangliushehui,上流社会,60
shangfu,上浮,100
shanghai,上海,100
shangzhang,上涨,100
shangyou,上游,100
shangyixialou,上溢下漏,60
shangsu,上溯,100
shanglouxiashi,上漏下湿,60
shangyan,上演,100
shanghuo,上火,100
shangzhengxiabao,上烝下报,60
shangjiao,上焦,100
shangban,上班,100
shangjie,上界,100
shangshu,上疏,100
shangyin,上瘾,100
shangxiang,上相,100
shangshui,上税,100
shangkong,上空,100
shangcuanxiatiao,上窜下跳,60
shangduan,上端,100
shangganduoti,上竿掇梯,60
shangdeng,上等,100
shangdengbing,上等兵,60
shangce,上策,100
shangsuan,上算,100
shangpianshanglun,上篇上论,60
shanglan,上篮,100
shangcu,上簇,100
shangfen,上粪,100
shangjin,上紧,100
shangji,上级,100
shanggang,上纲,100
shanggangshangxian,上纲上线,60
shangjiao,上缴,100
shanglian,上联,100
shangzhi,上肢,100
shangfei,上肥,100
shanglian,上脸,100
shangbiao,上膘,100
shangtang,上膛,100
shangse,上色,100
shangcang,上苍,100
shangyao,上药,100
shangcai,上菜,100
shangzhengxiabao,上蒸下报,60
shangla,上蜡,100
shanghang,上行,100
shangxingxiaxiao,上行下效,60
shangjie,上街,100
shangyi,上衣,100
shangzhuang,上装,100
shangxitian,上西天,60
shangji,上计,100
shangfang,上访,100
shangsu,上诉,100
shangke,上课,100
shangdiao,上调,100
shangchanxiadu,上谄下渎,60
shangyu,上谕,100
shangzhang,上账,100
shanghuo,上货,100
shanglu,上路,100
shangcuanxiatiao,上蹿下跳,60
shangshen,上身,100
shangche,上车,100
shangguidao,上轨道,60
shangbei,上辈,100
shangbeizi,上辈子,60
shangbian,上边,100
shangda,上达,100
shangjin,上进,100
shangjinxin,上进心,60
shangshu,上述,100
shangxuan,上选,100
shanggou,上钩,100
shangpu,上铺,100
shangsuo,上锁,100
shangmen,上门,100
shangshuan,上闩,100
shangzhen,上阵,100
shangxian,上限,100
shangyuan,上院,100
shanglingxiati,上陵下替,60
shangji,上集,100
shangyupangfeng,上雨旁风,60
shangmian,上面,100
shangxie,上鞋,100
shange,上颚,100
shangfeng,上风,100
shangshou,上首,100
shangxiang,上香,100
shangma,上马,100
xiabuweili,下不为例,60
xiabuliaotai,下不了台,60
xiabulai,下不来,60
xiabulaitai,下不来台,60
xiazhongnong,下中农,60
xiasheng,下乘,100
xiajingtoushi,下井投石,60
xialing,下令,100
xiati,下体,100
xiagongfu,下功夫,60
xiajin,下劲,100
xiabanchang,下半场,60
xiabanshi,下半时,60
xiabanyue,下半月,60
xiajuan,下卷,100
xiafa,下发,100
xiatai,下台,100
xiatong,下同,100
xiayan,下咽,100
xiahuifenjie,下回分解,60
xiadi,下地,100
xiachang,下场,100
xiachangmen,下场门,60
xiata,下塌,100
xiasaishanglong,下塞上聋,60
xiachu,下处,100
xiadaliqi,下大力气,60
xiatou,下头,100
xiaxueshangda,下学上达,60
xiajia,下家,100
xiashu,下属,100
xiagongfu,下工夫,60
xiabake,下巴颏,60
xiatie,下帖,100
xiachuang,下床,100
xiaqingshangda,下情上达,60
xiayishi,下意识,60
xiayubuyi,下愚不移,60
xiabo,下拨,100
xiadu,下毒,100
xiamaomaoyu,下毛毛雨,60
xiaxie,下泄,100
xiashen,下渗,100
xiaqian,下潜,100
xiahenxin,下狠心,60
xiayanpi,下眼皮,60
xialibai,下礼拜,60
xiazhong,下种,100
xiabiyoushen,下笔有神,60
xialuo,下落,100
xialuobuming,下落不明,60
xiaxing,下行,100
xiatiao,下调,100
xiache,下车,100
xiachezhishi,下车之始,60
xiacheyishi,下车伊始,60
xiachezuowei,下车作威,60
xiacheqizui,下车泣罪,60
xiabeizi,下辈子,60
xiashu,下述,100
xiazhukeling,下逐客令,60
xiapu,下铺,100
xiajiang,下降,100
xialingshangti,下陵上替,60
xiaji,下集,100
xiayu,下雨,100
xiahe,下颌,100
xiafeng,下风,100
xiamafengfu,下马冯妇,60
xiamakanhua,下马看花,60
buyi,不一,100
buyihuier,不一会儿,60
buyiding,不一定,60
buyiyang,不一样,60
buyierzu,不一而足,60
busanbusi,不三不四,60
bushangbuxia,不上不下,60
bushangbuluo,不上不落,60
buxia,不下,100
buxiayu,不下于,60
bushizhiye,不世之业,60
bushizhigong,不世之功,60
buzhong,不中,100
buzhongyong,不中用,60
bufengbujian,不丰不俭,60
bufengbusha,不丰不杀,60
budan,不丹,100
buweiwudoumizheyao,不为五斗米折腰,30
buweirenzhi,不为人知,60
buweimingbuweili,不为名不为利,30
buweiyishen,不为已甚,60
buweiwaquan,不为瓦全,60
buzhuguchang,不主故常,60
bujiu,不久,100
buyi,不义,100
buyizhicai,不义之财,60
bufa,不乏,100
bufaxianli,不乏先例,60
bufaqiren,不乏其人,60
bufaqili,不乏其例,60
buxiditu,不习地土,60
buxishuitu,不习水土,60
buliao,不了,100
buliaobudang,不了不当,60
buliaoliaozhi,不了了之,60
buliaoerliao,不了而了,60
buzheng,不争,100
buzhengqi,不争气,60
bushibianfu,不事边幅,60
buer,不二,100
buerjia,不二价,60
buerfamen,不二法门,60
bukangbubei,不亢不卑,60
buyi,不亦,100
buyilehu,不亦乐乎,60
buyishanfu,不亦善夫,60
buyiyuehu,不亦说乎,60
burendao,不人道,60
buren,不仁,100
bujin,不仅,100
bujinbugu,不今不古,60
bujieyi,不介意,60
buyiyishengyandade,不以一眚掩大德,30
buyiweiqi,不以为奇,60
buyiweiyi,不以为意,60
buyiweiran,不以为然,60
buyiweichi,不以为耻,60
buyirenfeiyan,不以人废言,30
buyiyuren,不以语人,60
buyicihaizhi,不以辞害志,30
bufushaomai,不伏烧埋,60
buxiu,不休,100
buhui,不会,100
bushangpiwei,不伤脾胃,60
bulunbulei,不伦不类,60
budan,不但,100
buzhu,不住,100
buzuosheng,不作声,60
buning,不佞,100
bujia,不佳,100
buyi,不依,100
buyiburao,不依不饶,60
bubian,不便,100
bubianshuitu,不便水土,60
busu,不俗,100
buxin,不信,100
buxinxie,不信邪,60
buxiu,不修,100
buxiuxiaojie,不修小节,60
buxiubianfu,不修边幅,60
budaoweng,不倒翁,60
bujuan,不倦,100
buzhi,不值,100
buzhiyishen,不值一哂,60
buzhiyiti,不值一提,60
buzhiyixiao,不值一笑,60
buzhiyiqian,不值一钱,60
buzhiyigu,不值一顾,60
buzhiyibo,不值一驳,60
buzhishizheyixiao,不值识者一笑,30
bujia,不假,100
bujiasisuo,不假思索,60
bupianbuyi,不偏不倚,60
bupianbudang,不偏不党,60
buzuobuxiu,不做不休,60
buzuosheng,不做声,60
buchoubucai,不偢不倸,60
buxiang,不像,100
buxianghua,不像话,60
busengbusu,不僧不俗,60
buguang,不光,100
buke,不克,100
bumian,不免,100
burushiyi,不入时宜,60
bugong,不公,100
bugongdaitian,不共戴天,60
buguan,不关,100
buguantongyang,不关痛痒,60
buguanjinyao,不关紧要,60
buxing,不兴,100
buju,不具,100
buzai,不再,100
bulengbure,不冷不热,60
budonggang,不冻港,60
buzhun,不准,100
buliangbusuan,不凉不酸,60
bujian,不减,100
bufan,不凡,100
buchusuoliao,不出所料,60
bufen,不分,100
bufenbozhong,不分伯仲,60
bufenbici,不分彼此,60
bufenyushi,不分玉石,60
bufenzhenyu,不分畛域,60
bufenzaobai,不分皂白,60
bufenxuanzhi,不分轩轾,60
bufenqingbai,不分青白,60
bufenqinghongzaobai,不分青红皂白,30
buqieshiji,不切实际,60
buqieti,不切题,60
bukanzhishu,不刊之书,60
bukanzhidian,不刊之典,60
bukanzhilun,不刊之论,60
bukanzhishuo,不刊之说,60
buli,不利,100
budao,不到,100
budaowei,不到位,60
budaochangchengfeihaohan,不到长城非好汉,30
budaohuanghexinbusi,不到黄河心不死,30
buli,不力,100
buwuzhengye,不务正业,60
buwukongming,不务空名,60
buliefangtou,不劣方头,60
budongchan,不动产,60
budongshengse,不动声色,60
budongrushan,不动如山,60
bulaoercheng,不劳而成,60
bulaoerhuo,不劳而获,60
buqinerhuo,不勤而获,60
bubeibukang,不卑不亢,60
budan,不单,100
bujibuli,不即不离,60
buyan,不厌,100
buyanqifan,不厌其烦,60
buyanqifan,不厌其繁,60
buyanqixiang,不厌其详,60
buji,不及,100
bujizhifa,不及之法,60
bujige,不及格,60
bushouhuanyingderen,不受欢迎的人,30
bubian,不变,100
bubianjiage,不变价格,60
bubianziben,不变资本,60
bugubujin,不古不今,60
buzhi,不只,100
buke,不可,100
bukeyishi,不可一世,60
bukexianger,不可乡迩,60
bukeqiji,不可企及,60
bukeguliang,不可估量,60
bukepianfei,不可偏废,60
bukefen,不可分,60
bukedongyao,不可动摇,60
buketongrieryu,不可同日而语,30
bukemingzhuang,不可名状,60
bukexianger,不可向迩,60
bukegaoren,不可告人,60
bukeduode,不可多得,60
bukenaihe,不可奈何,60
bukekaijiao,不可开交,60
bukesiyi,不可思议,60
bukekangli,不可抗力,60
bukezhuomo,不可捉摸,60
bukekuiduo,不可揆度,60
bukemozhuo,不可摸捉,60
bukeshoushi,不可收拾,60
bukejiuliao,不可救疗,60
bukejiuyao,不可救药,60
bukejiaoxun,不可教训,60
bukemeiju,不可枚举,60
bukeliyu,不可理喻,60
bukezhilun,不可知论,60
bukemomie,不可磨灭,60
bukejiujie,不可究诘,60
bukeduanni,不可端倪,60
bukezhongri,不可终日,60
bukeshengju,不可胜举,60
bukeshengshu,不可胜数,60
bukeshengsuan,不可胜算,60
bukeshengji,不可胜纪,60
bukeshengyan,不可胜言,60
bukeshengji,不可胜计,60
bukeshengji,不可胜记,60
bukeshengdao,不可胜道,60
bukenengshijian,不可能事件,30
bukeyanchuan,不可言传,60
bukeyanyu,不可言喻,60
bukeyanxuan,不可言宣,60
bukeyanzhuang,不可言状,60
bukezaoci,不可造次,60
bukeyuyue,不可逾越,60
bukexianliang,不可限量,60
buchi,不吃,100
buchiyanhuoshi,不吃烟火食,30
buhe,不合,100
buheshiyi,不合时宜,60
butong,不同,100
butongfanxiang,不同凡响,60
butongdaitian,不同戴天,60
butongliusu,不同流俗,60
bumingyiwen,不名一文,60
bumingyige,不名一格,60
bumingyiqian,不名一钱,60
bumingyu,不名誉,60
butuburu,不吐不茹,60
bulin,不吝,100
bulinzhijiao,不吝指教,60
bulinzhuyu,不吝珠玉,60
bulincijiao,不吝赐教,60
buhanhu,不含糊,60
buting,不听,100
buzhou,不周,100
buzhouyan,不周延,60
buhe,不和,100
bujiujiwang,不咎既往,60
buxianbudan,不咸不淡,60
buhengbuha,不哼不哈,60
buchi,不啻,100
buchitianyuan,不啻天渊,60
bushan,不善,100
buyinbuyou,不因不由,60
buyinrenre,不因人热,60
butu,不图,100
buzai,不在,100
buzaihu,不在乎,60
buzaiyi,不在意,60
buzaihuaxia,不在话下,60
bujun,不均,100
bukan,不堪,100
bukanyiji,不堪一击,60
bukanrumu,不堪入目,60
bukanruer,不堪入耳,60
bukanqiyou,不堪其忧,60
bukanhuishou,不堪回首,60
bukanyanzhuang,不堪言状,60
